name,status,street,city,state,zip,phone,Latitude,Longitude,"Accuracy Score",Street,City,State,County,Zip
"Studio 37 Salon","Eufora semi exclusive","207 5Th Street","Huntington Beach",CA,92648,714-916-0377,33.659436959184,-118.00106265306,1,"207 5th St","Huntington Beach",CA,"Orange County",92648
"Studio 41 Creative Hair Designs","Eufora semi exclusive","2 Rivers Rd",Baldwinsville,NY,13027,315-638-0157,43.158531,-76.360147,0.33," ",Baldwinsville,NY,"Onondaga County",13027
"Studio 415 Salon And Spa","Eufora semi exclusive","415 Natoma St",Folsom,CA,95630,916-608-0909,38.676965571429,-121.17130714286,1,"415 Natoma St",Folsom,CA,"Sacramento County",95630
"Studio 700 Salon And Spa","Eufora exclusive","700 East Grand Blvd",Corona,CA,92879,951-279-7008,33.872855,-117.559337,1,"700 E Grand Blvd",Corona,CA,"Riverside County",92879
"Studio 757",,"1108 Braddock Rd",Cumberland,MD,21502,"(240) 362-7257",39.638283,-78.823593,1,"1108 Braddock Rd",Cumberland,MD,"Allegany County",21502
"Studio 835","Eufora semi exclusive","835 Kentucky Street",Quincy,IL,62301,"(217) 222-3121",39.927982795918,-91.402720530612,1,"835 Kentucky St",Quincy,IL,"Adams County",62301
"Studio B","Eufora semi exclusive","439Ave De Estrella","San Clemente",CA,92672,949-369-6643,33.438428,-117.623131,0.33," ","San Clemente",CA,"Orange County",92674
"Studio B Hair And Nails Unlimited","Eufora semi exclusive","580 Northern Ave Suite D",Hagerstowwn,MD,21742,301-739-8146,39.520696,-77.916196,0.22," ",Hagerstown,MD,"Washington County",21748
"Studio BE","Eufora semi exclusive","2246 Seashore Shoppes","VA Beach",VA,23451,757-351-3447,,,0,,,,,
"Studio Ciseaux","Eufora exclusive","285 N El Camino Real Suite 28",Encinitas,CA,92024,727-385-1860,33.049103,-117.25990697015,1,"285 N El Camino Real",Encinitas,CA,"San Diego County",92024
"Studio Fx",,"9020 South Mcclintock",Tempe,AZ,85284,480-820-5885,33.276539,-112.18717,0.33," ",Tempe,AZ,"Maricopa County",85285
"Studio G Salon","Eufora semi exclusive","85 Mine Rd Suite105",Stafford,VA,22554,540-288-1681,38.467776477982,-77.41748573746,1,"85 Mine Rd",Stafford,VA,"Stafford County",22554
"Studio Hue Inc","Eufora semi exclusive","2100 West 8Th",Erie,PA,16505,814-452-4310,42.048568,-80.027928,0.33," ",Erie,PA,"Erie County",16509
"Studio Iii","Eufora semi exclusive","4820 Harroun Rd",Sylvania,OH,43560,419-882-7573,41.702425173913,-83.694342478261,1,"4820 Harroun Rd",Sylvania,OH,"Lucas County",43560
"Studio Luxe",,"1811 Freedom Dr",Naperville,IL,60563,630-245-4500,41.839679,-88.088716,0.33," ",Naperville,IL,"DuPage County",60566
"Studio Modele","Eufora semi exclusive","3670 Clinton Street","West Seneca",NY,14224,716-597-8288,42.8558452,-78.7488748,1,"3670 Clinton St",Buffalo,NY,"Erie County",14224
"Studio Moxie",,"2316 E 116th St",Carmel,IN,46032,317-682-7613,39.956656258427,-86.117634752809,1,"2316 E 116th St",Carmel,IN,"Hamilton County",46032
"Studio One Hair Design Jeffrey Huisinga","Eufora exclusive","4380 SW Macadamia Ave Suite 160",Portland,OR,97239,"(503) 407-4548",45.53909,-122.599751,0.33," ",Portland,OR,"Multnomah County",97213
"Studio Savvy Salon And Spa",,"665 San Rodolfo Drive","Solana Beach",CA,92075,858-793-1581,32.993970163265,-117.26079342857,1,"665 San Rodolfo Dr","Solana Beach",CA,"San Diego County",92075
"Studio South",,"1222 South Hills Drive",Wenatchee,WA,98801,509-663-1261,47.402781918367,-120.33031269388,1,"1222 S Hills Dr",Wenatchee,WA,"Chelan County",98801
"Studio Verve",,"2507 D Neuse Blvd","New Bern",NC,28562,336-456-1808,35.110855,-77.06336,0.33," ","New Bern",NC,"Craven County",28564
"Studio Wish Salon And Colour Caf_","Eufora semi exclusive","8922 Darrow Rd  Suite 10",Twinsburg,OH,44087,330-486-9474,41.311045964286,-81.440245178571,1,"8922 Darrow Rd",Twinsburg,OH,"Summit County",44087
"Studio Zef",,"4366 West Ridge Rd",Erie,PA,16506,814-920-5500,42.075273777778,-80.175239333333,1,"4366 W Ridge Rd",Erie,PA,"Erie County",16506
"Styles on Main","Eufora semi exclusive","220 Main St",Gloucester,MA,1930,978-828-3147,42.613444,-70.660083,1,"220 Main St",Gloucester,MA,"Essex County",01930
"Styling Point",,"1 State Road",Media,PA,19063,"(610) 566-1070",39.917792,-75.388502,1,"1 State Rd",Media,PA,"Delaware County",19063
"Stylized Hair Design","Eufora exclusive","706 West 27Th Ave",Anchorage,AK,99503,907-563-8202,61.196199904523,-149.89210247739,1,"706 W 27th Ave",Anchorage,AK,"Anchorage Municipality",99503
"Sublime Salon And Spa","Eufora semi exclusive","171 Lake Street",Ramsey,NJ,7446,"(201) 825-4700",41.059371,-74.127662,1,"171 Lake St",Ramsey,NJ,"Bergen County",07446
"Suissa Salon",,"7933 L Tysons Corner Center",Mclean,VA,22102,703-893-5800,38.920165,-77.229043,0.22," ",McLean,VA,"Fairfax County",22109
"Suite Serenity Hair Salon",,"111 N 9Th St",Noblesville,IN,46061,317-750-2287,40.047392163265,-86.013468857143,1,"111 N 9th St",Noblesville,IN,"Hamilton County",46060
"Supreme Beauty Parlor",,"4665 N Manor Ave",Chicago,IL,60625,773-516-4497,41.966655222222,-87.701523944444,1,"4665 N Manor Ave",Chicago,IL,"Cook County",60625
"Surreal Salon","Eufora semi exclusive","7920 Webster Street",Highland,CA,92346,909-864-6550,34.10857295122,-117.18690178049,1,"7920 Webster St",Highland,CA,"San Bernardino County",92346
"Suzanne Kress At Michael David",,"11650 Ideria Place","San Diego",CA,92128,619-987-0901,32.746085,-117.170517,0.33," ","San Diego",CA,"San Diego County",92103
"Swagger Salon",,"1711 W Divison St",Chicago,IL,60622,773-384-9001,41.883073,-87.629149,0.33," ",Chicago,IL,"Cook County",60602
"Synergy Salon","Eufora semi exclusive","2325 A Matthews Township Pkwy",Matthews,NC,28105,704-841-7674,35.159332244898,-80.718869408163,1,"2325 A Matthews Township Pkwy",Matthews,NC,"Mecklenburg County",28105
"Synergy Salon","Eufora semi exclusive","9264 Chillicothe Rd Suite 1",Kirtland,OH,44094,440-256-6909,41.617872714286,-81.357425306122,1,"9264 Chillicothe Rd",Willoughby,OH,"Lake County",44094
"Syren Salo",,"243 East Main Street",Middletown,PA,17057,"(717) 388-1140",40.201041142857,-76.726951,1,"243 E Main St",Middletown,PA,"Dauphin County",17057
"Tailor Mens Salon",,"1711 W Divison St",Chicago,IL,60622,773-384-9001,41.883073,-87.629149,0.33," ",Chicago,IL,"Cook County",60602
"Talus A Therapeutic Salon","Eufora exclusive","1288 Greenspring Drive",York,PA,17402,"(717) 840-9889",39.956057,-76.673107,1,"1288 Greenspring Dr",York,PA,"York County",17402
"Tamaras Styles On Highland",,"705 Highland Ave",Meadville,PA,16335,814-724-6326,41.643733571429,-80.146419910714,1,"705 Highland Ave",Meadville,PA,"Crawford County",16335
"Tamis Headlines",,"78 Main St",Windsor,VT,5089,802-674-5156,43.4801555,-72.386353,1,"78 Main St",Windsor,VT,"Windsor County",05089
"Tammy Os","Eufora semi exclusive","50 S Main Suite 111",Akron,OH,44308,330-253-2300,41.041805,-81.479986,0.33," ",Akron,OH,"Summit County",44306
"Tangles A Chadwick Studio","Eufora exclusive","15721 Bernardo Hgts","Rancho Bernardo",CA,92128,858-451-2252,33.005046848485,-117.0932150303,1,"15721 Bernardo Hts","San Diego",CA,"San Diego County",92128
"Tangles And Co","Eufora semi exclusive","6801 Wayzata Blvd","St  Louis Park",MN,55426,952-746-4617,,,0,,,,,
"Tangles Salon","Eufora exclusive","903 Razorback Dr Suite 3A",Houghton,MI,49931,"(906) 482-6330",47.109782877551,-88.578369612245,1,"903 Razorback Dr",Houghton,MI,"Houghton County",49931
"Tangles Salon  Julie Mausolf","Eufora semi exclusive","3417 Highland Avenue","Manhattan Beach",CA,90266,"(310) 545-1006",33.878066897959,-118.40614016327,1,"3417 Highland Ave","Manhattan Beach",CA,"Los Angeles County",90266
"Taylor Jameson Hair Design Ltd","Eufora exclusive","4200 Hamilton Ave",Cincinnati,OH,45223,513-541-3332,39.163699,-84.540157,1,"4200 Hamilton Ave",Cincinnati,OH,"Hamilton County",45223
"Taylor Michelle Salon And Spa",,"42001 50Th Street West","Quartz Hill",CA,93536,760-258-6736,34.60411,-118.239005,0.3," ","Quartz Hill",CA,"Los Angeles County",93551
"Tease Hair And Body Parlor","Eufora semi exclusive","15112 Detroit Ave",Lakewood,OH,44107,216-228-2440,41.485023,-81.802220551724,1,"15112 Detroit Ave",Lakewood,OH,"Cuyahoga County",44107
Teasers,,"740 Thimble Shoals Suite C","Newport News",VA,23606,"(757) 591-2320",37.021946,-76.436637,0.33," ","Newport News",VA,"Newport News city",23605
Teazers,"Eufora exclusive","5620 Ne Gher Rd Ste J",Vancouver,WA,98662,"(360) 896-5880",45.664815684564,-122.56127701342,1,"5620 NE Gher Rd",Vancouver,WA,"Clark County",98662
"Techniques Salon And Spa","Eufora semi exclusive","1852 Chews Landing Rd",Blackwood,NJ,8012,856-228-8925,39.832526918367,-75.062394469388,1,"1852 Chews Landing Rd",Blackwood,NJ,"Camden County",08012
"Teez Hair Salon","Eufora exclusive","764 Mohawk St",Columbus,OH,43206,614-449-8809,39.947426,-82.9933348,1,"764 Mohawk St",Columbus,OH,"Franklin County",43206
Teezerz,,"291 Broadway",Bayonne,NJ,7002,"(201) 823-1556",40.656814666667,-74.124259,1,"291 Broadway",Bayonne,NJ,"Hudson County",07002
"Tekniques For Hair","Eufora semi exclusive","233 State Highway 18","East Brunswick",NJ,8816,732-249-0700,40.427697,-74.421695,0.33," ","East Brunswick",NJ,"Middlesex County",08816
"Temecula Salon And Day Spa",,"29073 Overland Drive",Temecula,CA,92591,951-693-1388,33.714674571429,-116.83939071429,1,"29073 Overland Dr",Temecula,CA,"Riverside County",92590
"Tera Luna",,"5 Allen St",Winooski,VT,5404,802-654-7106,44.491375666667,-73.185713111111,1,"5 Allen St",Winooski,VT,"Chittenden County",05404
"Teri Harris",,"3701 N Main Ave  Suite 108",Durango,CO,81301,970-259-6770,37.294752210526,-107.87371778947,1,"3701 N Main Ave",Durango,CO,"La Plata County",81303
"Teris Hair Design","Eufora exclusive","33 East Bridge St",Berea,OH,44017,440-234-0800,41.366271294118,-81.852302588235,1,"33 E Bridge St",Berea,OH,"Cuyahoga County",44017
"Texture Salon",,"521 North 3Rd St",Marquette,MI,49855,"(906) 226-8224",46.547964244898,-87.394737938776,1,"521 N 3rd St",Marquette,MI,"Marquette County",49855
"Texture Studio",,"5505 Craig Rath Blvd 26",Midlothian,VA,23112,"(804) 909-2059",37.538846,-77.679628,0.33," ",Midlothian,VA,"Chesterfield County",23113
"Thairapy Salon","Eufora exclusive","4915 Caskie Street",Richmond,VA,23230,"(804) 254-4915",37.5814952741,-77.495206428544,1,"4915 Caskie St",Richmond,VA,"Richmond city",23230
"The Art Of Hair","Eufora semi exclusive","4050 Brooksice Ave S","St Louis Park",MN,55416,952-224-8080,,,0,,,,,
"The Blonde Salon And Spa","Eufora semi exclusive","1115 Frontage Rd","O Fallon",IL,62269,618-628-7788,38.571835,-89.89568,0.22," ",O'Fallon,IL,"St. Clair County",62269
"The Blue Giraffe Day",,"51 Water Street",Ashland,OR,97520,541-488-3335,42.19903216129,-122.71490403226,1,"51 Water St",Ashland,OR,"Jackson County",97520
"The Circle Salon",,"2135 West Division",Chicago,IL,60622,"(773) 715-1026",41.883073,-87.629149,0.33," ",Chicago,IL,"Cook County",60602
"The Color Bar Hair Salon","Eufora exclusive","3905B Providence Road South",Waxhaw,NC,28173,704-843-4000,34.937228578947,-80.750751605263,1,"3905 Providence Rd S",Waxhaw,NC,"Union County",28173
"The Color Cafe","Eufora semi exclusive","1480 Olive Branch Park Lane",Greenwood,IN,46143,317-884-2222,39.591804422483,-86.197730552193,1,"1480 Olive Branch Park Ln",Greenwood,IN,"Johnson County",46143
"The Color Zone",,"25 Market Street West Suite 200",Gaithersburg,MD,20878,240-477-6392,39.117940591837,-77.236075142857,1,"25 Market St W",Gaithersburg,MD,"Montgomery County",20878
"The Copper Fox",Experience,"3451 W 38Th Ave",Denver,CO,80211,720-708-6554,39.769481363636,-105.03286145455,1,"3451 W 38th Ave",Denver,CO,"Denver County",80211
"The Curve Salon And Spa","Eufora exclusive","16649 E 14 Mile",Fraser,MI,48026,586-298-6785,42.538702,-82.949421,0.33," ",Fraser,MI,"Macomb County",48026
"The Cutt Co","Eufora exclusive","3500 Vernal Ave",Pleasanton,CA,94566,925-462-6907,37.646081,-121.862128,0.33," ",Pleasanton,CA,"Alameda County",94566
"The Cutting Edge","Eufora semi exclusive","7408 Washington Ave",Racine,WI,53406,262-886-9475,42.719333534351,-87.868721694656,1,"7408 Washington Ave",Racine,WI,"Racine County",53405
"The Cutting Edge Styling Studio","Eufora semi exclusive","2060 Yellow Spring Pl",Frederick,MD,21703,301-620-8900,39.4404796,-77.4370932,1,"2060 Yellow Spring Pl",Frederick,MD,"Frederick County",21702
"The Design Studio","Eufora exclusive","10750 B Ambassador Drive",Manassas,VA,20109,703-369-3699,38.749207,-77.487762,0.33," ",Manassas,VA,"Manassas city",20110
"The Edge",,"555 West Country Club Lane",Escondido,CA,92026,760-747-5868,33.159365387755,-117.09917746939,1,"555 W Country Club Ln",Escondido,CA,"San Diego County",92026
"The Edge Salon Llc","Eufora exclusive","4139 Main Street","Fish Creek",WI,54212,920-868-2006,45.127462061224,-87.244919693878,1,"4139 Main St","Fish Creek",WI,"Door County",54212
"The Firehaus","Eufora semi exclusive","3600 Tejon Suite101",Denver,CO,80211,303-999-0880,39.768056,-105.011201,1,"3600 Tejon",Denver,CO,"Denver County",80211
"The Four Sisters Salon","Eufora exclusive","621 E Main St","Santa Maria",CA,93454,805-352-0034,34.953186,-120.426044,1,"621 E Main St","Santa Maria",CA,"Santa Barbara County",93454
"The French Twist","Eufora semi exclusive","3156 Markway",Toledo,OH,43606,419-346-2852,41.676501,-83.620572714286,1,"3156 Markway",Toledo,OH,"Lucas County",43606
"The Garage",,"1033 River Road","New Milford",NJ,7646,"(201) 618-9840",40.91929,-74.026555333333,1,"1033 River Rd","New Milford",NJ,"Bergen County",07646
"The Golden Door",,"777 Deer Springs Road","San Marcos",CA,92069,760-761-4175,33.193863606557,-117.15114938525,1,"777 Deer Springs Rd","San Marcos",CA,"San Diego County",92069
"The Green Room Salon",,"6453 Inkster Rd","Bloomfield Hills",MI,48301,248-855-1220,42.546131979592,-83.32150144898,1,"6453 Inkster Rd","Bloomfield Hills",MI,"Oakland County",48301
"The Guest House Salon",,"5400 Lincoln Highway",York,PA,17406,"(717) 252-5459",40.011446,-76.58579,1,"5400 Lincoln Hwy",York,PA,"York County",17406
"The Hair Bar",,"761 Mountain Avenue",Springfield,NJ,7081,"(973) 379-2800",40.690245,-74.331837333333,1,"761 Mountain Ave",Springfield,NJ,"Union County",07081
"The Hair Business","Eufora semi exclusive","2325 S Washington",Salem,IL,62881,618-548-5090,38.609636368421,-88.944784368421,1,"2325 S Washington",Salem,IL,"Marion County",62881
"The Hair Company",,"1280 Imlay City Rd Suite B",Lapeer,MI,48446,810-441-3411,43.047443269646,-83.287617285054,1,"1280 Imlay City Rd",Lapeer,MI,"Lapeer County",48446
"The Hair Loft LTD",,"217 W Huron St",Chicago,IL,60654,312-943-5435,41.89479,-87.634267,1,"217 W Huron St",Chicago,IL,"Cook County",60654
"The Hair Lounge Sm",,"3420 Orcutt Road","Santa Maria",CA,93455,805-937-8986,34.899133454545,-120.43595336364,1,"3420 Orcutt Rd","Santa Maria",CA,"Santa Barbara County",93455
"The Hair Shop And Beyond","Eufora semi exclusive","5211 E Viking Blvd",Wyoming,MN,55092,651-462-2571,45.336458903846,-93.000323115385,1,"5211 E Viking Blvd",Wyoming,MN,"Chisago County",55092
"The Hair Shoppe And Spa","Eufora semi exclusive","6460 Wise Ave Nw","N Canton",OH,44720,330-497-1651,,,0,,,,,
"The Haircraft Company",,"40 S Main St","Cedar Springs",MI,49319,616-262-7799,43.175953,-85.514105,0.33," ","Cedar Springs",MI,"Kent County",49319
"The Hairitage Salon And Spa","Eufora semi exclusive","1004 Park Ave",Meadville,PA,16335,814-724-7381,41.636083545455,-80.153441363636,1,"1004 Park Ave",Meadville,PA,"Crawford County",16335
"The Lighthouse Salon",,"3081 University Avenue","San Diego",CA,92104,619-787-1173,32.748458,-117.128234,1,"3081 University Ave","San Diego",CA,"San Diego County",92104
"The Loft","Eufora semi exclusive","403 Charles Street","La Plata",MD,20646,"(301) 392-6228",38.51202,-76.946092,1,"403 Charles St","La Plata",MD,"Charles County",20646
"The Loft Hair Design","Eufora semi exclusive","321217 Pauba Rd",Temecula,CA,92592,951-694-6016,32.118614285067,-121.45995637556,1,"321217 Pauba Rd",Temecula,CA,"Riverside County",92592
"The Loop",,"116 Spring St",Marquette,MI,49855,"(906) 228-3008",46.487213795918,-87.332585959184,1,"116 Spring St",Marquette,MI,"Marquette County",49855
"The Main Salon","Eufora semi exclusive","1263 Main St","Green Bay",WI,54303,920-544-5566,44.510932846154,-87.996342692308,1,"1263 Main St","Green Bay",WI,"Brown County",54302
"The Pearl Salon","Eufora exclusive","287 Marscall Rd Suite 101",Shakopee,MN,55379,952-445-5900,44.799644230769,-93.508986346154,1,"287 Marscall Rd",Shakopee,MN,"Scott County",55379
"The Red Room Salon  Nicole Bratt Maloney","Eufora exclusive","644 Zion Street","Nevada City",CA,95959,530-277-7299,39.255009321429,-121.02527153571,1,"644 Zion St","Nevada City",CA,"Nevada County",95959
"The Refinery Salon","Eufora exclusive","9131 Fletcher Pkwy","La Mesa",CA,91942,619-303-5586,32.787293653061,-117.00267830612,1,"9131 Fletcher Pkwy","La Mesa",CA,"San Diego County",91942
"The Salon","Eufora semi exclusive","304 N McBride St",Syracuse,NY,13203,315-214-4885,43.054248857143,-76.144516734694,1,"304 N Mcbride St",Syracuse,NY,"Onondaga County",13203
"The Shop",,"8231 Woodmont Avenue",Bethesda,MD,20814,301-913-5955,38.99182847191,-77.096855247191,1,"8231 Woodmont Ave",Bethesda,MD,"Montgomery County",20814
"The Side Door Salon","Eufora semi exclusive","1620 S Mission Street","Mt Pleasant",MI,48858,989-772-1771,,,0,,,,,
"The Spa At Bear Creek Resort",,"101 Doe Mountain Lane",Macungie,PA,18062,"(610) 682-7100",40.479568177778,-75.620574088889,1,"101 Doe Mountain Ln",Macungie,PA,"Lehigh County",18062
"The Spa At Roops Mill","Eufora exclusive","1019 Old Taneytown Pike Rt 140",Westminster,MD,21158,410-811-0023,39.606981,-77.029403,0.33," ",Westminster,MD,"Carroll County",21158
"The Spa at Salon D Va",,"8100 US Hwy 36",Avon,IN,46123,317-271-0011,39.762951661417,-86.391978858268,1,"8100 Us Hwy 36",Avon,IN,"Hendricks County",46123
"The Studio For Hair","Eufora exclusive","27895 Orchard Lake Rd","Farmington Hills",MI,48334,248-324-3000,42.502483,-83.408935,0.27," ","Farmington Hills",MI,"Oakland County",48331
"The Studio Salon","Eufora exclusive","385 E Historic Columbia River Hwy",Troutdale,OR,97060,"(503) 667-8179",45.540742714286,-122.38614385714,1,"385 E Historic Columbia River Hwy",Troutdale,OR,"Multnomah County",97060
"The Ultimate Therapy Salon","Eufora exclusive","905 Peninsula Dr",Erie,PA,16505,814-838-2092,42.102704141414,-80.147470131313,1,"905 Peninsula Dr",Erie,PA,"Erie County",16506
"The Unique Salon","Eufora semi exclusive","1201 A Ave East",Oskaloosa,IA,52577,641-673-4969,41.296302,-92.631828,1,"1201 A Ave E",Oskaloosa,IA,"Mahaska County",52577
"The Village Salon",,"10 Schooleys Mountain Rd","Long Valley",NJ,7853,908-876-4746,40.785282,-74.7801438,1,"10 Schooleys Mountain Rd","Long Valley",NJ,"Morris County",07853
"The Vineyard","Eufora exclusive","201 Channel St",Auburn,CA,95603,530-885-5012,38.89010042029,-121.12568249275,1,"201 Channel St",Auburn,CA,"Placer County",95603
"Tiffany Goller At One80 Salon",,"35 E   1St Street Suite A","Morgan Hill",CA,95037,408-782-8411,37.130271044444,-121.652598,1,"35 E 1st St",Morganhill,CA,"Santa Clara County",95037
"Tiffany Salon","Eufora semi exclusive","17500 B Monterey Rd","Morgan Hill",CA,95037,408-782-8411,37.225787,-121.617894,0.33," ","Morgan Hill",CA,"Santa Clara County",95038
"Tiger Tail Salon","Eufora semi exclusive","2810 Pio Pico Dr",Carlsbad,CA,92008,760-434-6243,33.166754221477,-117.34351585235,1,"2810 Pio Pico Dr",Carlsbad,CA,"San Diego County",92008
"Timeless Salon And Spa","Eufora exclusive","7403 Princess View Dr","San Diego",CA,92120,619-265-4541,32.805676771084,-117.07900626506,1,"7403 Princess View Dr","San Diego",CA,"San Diego County",92120
"Times Ii Salon","Eufora semi exclusive","1760 Prarie City Road Suite 150",Folsom,CA,95630,916-939-0740,38.655332465753,-121.16778420548,1,"1760 Prarie City Rd",Folsom,CA,"Sacramento County",95630
"Timothy Designs","Eufora exclusive","7000 E Shea Blvd Suite1611",Scottscale,AZ,85264,602-405-3322,,,0,,,,,
"Total Image Salon","Eufora semi exclusive","1768 Valley Road","Berkeley Springs",WVA,25411,304-258-2928,,,0,,,,,
"Touch Of Tranquility Salon And Day Spa","Eufora semi exclusive","70 North State St","North Warren",PA,16365,814-313-1110,41.87505444,-79.14492476,1,"70 N State St",Warren,PA,"Warren County",16365
"Touche Salon",,"537 N Milwaukee Ave",Libertyville,IL,60048,847-680-1141,42.28853325,-87.9544865,1,"537 N Milwaukee Ave",Libertyville,IL,"Lake County",60048
Tove,,"305 Us Rt 1",Yarmouth,ME,4096,207-846-8683,43.798227,-70.171979,0.33," ",Yarmouth,ME,"Cumberland County",04096
"Traceys Hair Illusions","Eufora semi exclusive","7899 Crego Rd",Baldwinsville,NY,13027,315-635-6843,43.154065183099,-76.352657338028,1,"7899 Crego Rd",Baldwinsville,NY,"Onondaga County",13027
"Trangs Family Salon","Eufora exclusive","531 E 3Rd St",Uhrichsville,OH,44683,740-922-5797,40.391865833333,-81.340501333333,1,"531 E 3rd St",Uhrichsville,OH,"Tuscarawas County",44683
"Tranquility Day Spa And Salon","Eufora semi exclusive","343 6Th Street",Hollister,CA,95023,831-636-1266,36.850427652174,-121.40325791304,1,"343 6th St",Hollister,CA,"San Benito County",95023
"Tranquility Salon And Spa",,"1299 Rt 38 Suite 5  The Shops at Creek Crossing",Hainesport,NJ,8036,609-267-5600,39.987212,-74.829308,0.33," ",Hainesport,NJ,"Burlington County",08036
"Tranquility Salon And Spa",,"152 Rt 73  Cedar Hill Shopping Center",Voorhees,NJ,8043,856-596-2500,39.848539,-74.953498,0.33," ",Voorhees,NJ,"Camden County",08043
"Tranquility Salon And Spa",,"515 Rt 73 South",Marlton,NJ,8053,856-596-2500,39.90153,-74.92957,0.33," ",Marlton,NJ,"Burlington County",08053
"Tranquility Salon And Spa","Eufora exclusive","15125 Washington Street Unit 304",Haymarket,VA,20169,703-257-7200,38.812845727573,-77.639079549892,1,"15125 Washington St",Haymarket,VA,"Prince William County",20169
"Trend Designs",,"1441 Youngstown Drive",Jeffersonville,IN,47130,812-284-2887,38.286819,-85.732062,0.33," ",Jeffersonville,IN,"Clark County",47144
"Trends Salon",,"236 N Santa Cruz Avenue","Los Gatos",CA,95030,408-395-2707,37.226810387755,-121.98191163265,1,"236 N Santa Cruz Ave","Los Gatos",CA,"Santa Clara County",95030
"Trilogia The Salon",,"334 Foothill Boulevard",Monrovia,CA,91016,626-303-0211,34.151448294118,-117.99499711765,1,"334 Foothill Blvd",Monrovia,CA,"Los Angeles County",91016
"Trouvaille Salon And Spa",,"7888 N Oracle Road",Tucson,AZ,85704,520-297-0602,32.347009291457,-110.97588851256,1,"7888 N Oracle Rd",Tucson,AZ,"Pima County",85704
"Turning Stone Resort Casino",,"2037 Dreamcatcher Plaza",Oneida,NY,13421,315-829-8900,43.055231606061,-75.637259939394,1,"2037 Dreamcatcher Plz",Oneida,NY,"Madison County",13421
Tuseibella,,"3394 Saxonburg Blvd  Suite 500",Glenshaw,PA,15116,"(412) 767-5390",40.548905172414,-79.915362448276,1,"3394 Saxonburg Blvd",Glenshaw,PA,"Allegheny County",15116
"Twisted Scissors",,"2008 W Mcgalliard Rd",Muncie,IN,47304,"(765) 289-4772",40.200862268293,-85.406782682927,1,"2008 W Mcgalliard Rd",Muncie,IN,"Delaware County",47304
"Union Salon","Eufora semi exclusive","195 S Union Blvd",Lakewood,CO,80228,303-989-3000,39.725759346939,-105.129928,1,"195 S Union Blvd",Lakewood,CO,"Jefferson County",80215
"Uptown Cuts","Eufora semi exclusive","116 W Wisconsin",Kaukauna,WI,54130,920-766-3734,44.27804,-88.27205,0.33," ",Kaukauna,WI,"Outagamie County",54130
"Urban Esque","Eufora exclusive","460 N Main St",Oshkosh,WI,54901,920-230-3111,44.018854297872,-88.537517255319,1,"460 N Main St",Oshkosh,WI,"Winnebago County",54901
"Utopia Salon And Day Spa",,"510 North East Avenue",Vineland,NJ,8360,"(856) 794-9200",39.492040444444,-75.016080111111,1,"510 N East Ave",Vineland,NJ,"Cumberland County",08360
"V Salon",,"19248 Newburgh Rd",Livonia,MI,48152,734-542-7777,42.426762705036,-83.414113935252,1,"19248 Newburgh Rd",Livonia,MI,"Wayne County",48152
"Valor Mens Grooming Lounge",,"27 South Main Street",Phoenixville,PA,19460,"(610) 933-1511",40.132879263158,-75.515839210526,1,"27 S Main St",Phoenixville,PA,"Chester County",19460
"Vena Renee Spa Salon","Eufora semi exclusive","477 N Santa Cruz Ave","Los Gatos",CA,95030,408-354-2000,37.231215608696,-121.979834,1,"477 N Santa Cruz Ave","Los Gatos",CA,"Santa Clara County",95030
"Verde Salon And Day Spa",,"1690 Old Schuylkill Rd","East Coventry",PA,19457,610-495-8200,,,0,,,,,
"Versed Salon","Eufora exclusive","11914 S Rt 59 Suite 110",Plainfield,IL,60585,815-267-8440,41.632457,-88.169698,0.33," ",Plainfield,IL,"Will County",60544
"Viaggio On Loon Mtn",,"90 Loon Mountain Rd",Lincoln,NH,3251,603-745-2244,44.056483641414,-71.625950550505,0.8,"90 Loon Mountain Rd",Lincoln,NH,"Grafton County",03251
"Vibe Salon",,"3389 Mira Loma Drive","Cameron Park",CA,95682,530-677-8423,38.684599653061,-120.98600153061,1,"3389 Mira Loma Dr","Shingle Springs",CA,"El Dorado County",95682
"Vibe Salon And Day Spa",,"38 South River Rd",Bedford,NH,3110,603-232-1773,42.964079941176,-71.480628764706,0.8,"38 S River Rd",Bedford,NH,"Hillsborough County",03110
"Vicki Popp Salon",,"505 Springfield Avenue","Berkley Heights",NJ,7922,"(908) 500-4958",40.675451,-74.422196,0.22," ","Berkeley Heights",NJ,"Union County",07922
"Victoria Station","Eufora semi exclusive","115 Beulah Road",Vienna,VA,22180,703-242-7500,38.908044080428,-77.258664851281,1,"115 Beulah Rd N",Vienna,VA,"Fairfax County",22180
"Vida Verde Studio Salon",,"127 North Main",Columbia,IL,62236,618-281-6767,40.882509,-88.30019,0.22," ",Cullom,IL,"Livingston County",60929
"Village Salon And Spa",,"1917 S Signal Butte Rd",Mesa,AZ,85209,480-380-2787,33.383100932886,-111.59904385906,1,"1917 S Signal Butte Rd",Mesa,AZ,"Maricopa County",85208
Visions,,"1819 West 8Th St",Erie,PA,16505,814-459-8808,42.112054111111,-80.125763666667,1,"1819 W 8th St",Erie,PA,"Erie County",16505
"Visions Salon",,"711 Wadsworth St","Traverse City",MI,49684,231-947-4711,44.756841204082,-85.628286,1,"711 Wadsworth St","Traverse City",MI,"Grand Traverse County",49684
